Dates,PX_LAST,12MO_CALL_IMP_VOL,12MO_PUT_IMP_VOL
2005/5/9,22.285,16.176,16.176
2005/5/10,22.115,16.434,16.434
2005/5/11,22.135,16.035,16.035
2005/5/12,22.085,16.152,16.152
2005/5/13,22.055,16.374,16.374
2005/5/16,22.13,16.047,16.047
2005/5/17,22.2,16.278,16.278
2005/5/18,22.46,15.909,15.909
2005/5/19,22.625,15.433,15.433
2005/5/20,22.525,15.261,15.261
2005/5/23,22.485,14.942,14.942
2005/5/24,22.51,14.499,14.499
2005/5/25,22.45,14.873,14.873
2005/5/26,22.445,14.822,14.822
2005/5/27,22.465,14.743,14.743
2005/5/30,22.465,14.743,14.743
2005/5/31,22.315,14.995,14.995
2005/6/1,22.295,14.987,14.987
2005/6/2,22.39,14.996,14.996
2005/6/3,22.115,15.235,15.235
2005/6/6,21.985,15.198,15.198
2005/6/7,22.055,15.013,15.013
2005/6/8,21.95,15.151,15.151
2005/6/9,21.825,15.283,15.283
2005/6/10,21.975,15.404,15.404
2005/6/13,21.795,15.537,15.537
2005/6/14,21.865,15.558,15.558
2005/6/15,21.82,15.317,15.317
2005/6/16,21.89,15.068,15.068
2005/6/17,22.025,14.551,14.551
2005/6/20,21.955,14.507,14.507
2005/6/21,21.84,14.716,14.716
2005/6/22,21.715,14.621,14.621
2005/6/23,21.535,14.892,14.892
2005/6/24,21.1,15.409,15.409
2005/6/27,21.165,15.88,15.88
2005/6/28,21.435,15.389,15.389
2005/6/29,21.35,15.452,15.452
2005/6/30,20.875,15.748,15.748
2005/7/1,21.105,15.751,15.751
2005/7/4,21.105,15.751,15.751
2005/7/5,21.2,15.646,15.646
2005/7/6,20.975,15.955,15.955
2005/7/7,20.88,16.078,16.078
2005/7/8,21.365,15.757,15.757
2005/7/11,21.385,15.526,15.526
2005/7/12,21.41,15.303,15.303
2005/7/13,21.465,15.38,15.38
2005/7/14,21.59,14.933,14.933
2005/7/15,21.54,14.682,14.682
2005/7/18,21.465,14.642,14.642
2005/7/19,21.665,14.64,14.64
2005/7/20,21.665,14.801,14.801
2005/7/21,21.975,14.284,14.284
2005/7/22,22.015,14.613,14.613
2005/7/25,21.825,14.908,14.908
2005/7/26,21.845,14.826,14.826
2005/7/27,22.005,15.009,15.009
2005/7/28,22.195,15.195,15.195
2005/7/29,21.88,15.35,15.35
2005/8/1,21.935,15.477,15.477
2005/8/2,22.14,15.15,15.15
2005/8/3,22.335,14.896,14.896
2005/8/4,22.18,15.036,15.036
2005/8/5,22.03,15.558,15.558
2005/8/8,21.835,15.615,15.615
2005/8/9,22.05,15.539,15.539
2005/8/10,21.95,15.454,15.454
2005/8/11,22.055,15.358,15.358
2005/8/12,21.79,15.969,15.969
2005/8/15,21.77,15.84,15.84
2005/8/16,21.65,16.226,16.226
2005/8/17,21.655,16.228,16.228
2005/8/18,21.765,15.862,15.862
2005/8/19,22.195,15.345,15.345
2005/8/22,22.135,15.122,15.122
2005/8/23,22.095,15.275,15.275
2005/8/24,21.915,15.348,15.348
2005/8/25,21.905,15.443,15.443
2005/8/26,21.785,15.447,15.447
2005/8/29,22,15.524,15.524
2005/8/30,21.695,15.693,15.693
2005/8/31,22,15.627,15.627
2005/9/1,21.94,15.779,15.779
2005/9/2,21.95,15.761,15.761
2005/9/5,21.95,15.761,15.761
2005/9/6,22.26,15.182,15.182
2005/9/7,22.325,15.313,15.313
2005/9/8,22.14,15.394,15.394
2005/9/9,22.025,15.266,15.266
2005/9/12,22.125,15.295,15.295
2005/9/13,21.83,15.598,15.598
2005/9/14,21.76,15.772,15.772
2005/9/15,21.815,15.535,15.535
2005/9/16,21.7,15.94,15.94
2005/9/19,21.68,15.835,15.835
2005/9/20,21.45,16.564,16.564
2005/9/21,21.125,16.715,16.715
2005/9/22,21.11,16.856,16.856
2005/9/23,21.175,16.853,16.853
2005/9/26,21.185,16.78,16.78
2005/9/27,21.165,16.797,16.797
2005/9/28,21.435,16.399,16.399
2005/9/29,21.55,16.008,16.008
2005/9/30,21.595,16.226,16.226
2005/10/3,21.605,16.162,16.162
2005/10/4,21.52,16.341,16.341
2005/10/5,21.31,16.453,16.453
2005/10/6,21.355,16.518,16.518
2005/10/7,21.1,16.674,16.674
2005/10/10,20.99,17.195,17.195
2005/10/11,20.83,17.112,17.112
2005/10/12,20.86,17.281,17.281
2005/10/13,20.86,17.26,17.26
2005/10/14,21.035,17.012,17.012
2005/10/17,21.045,16.759,16.759
2005/10/18,20.875,17.257,17.257
2005/10/19,20.9,17.218,17.218
2005/10/20,21.05,17.167,17.167
2005/10/21,20.965,17.353,17.353
2005/10/24,21.2,17.009,17.009
2005/10/25,21.23,16.792,16.792
2005/10/26,21.17,16.808,16.808
2005/10/27,21.075,16.816,16.816
2005/10/28,21.415,16.504,16.504
2005/10/31,21.39,16.778,16.778
2005/11/1,21.325,16.513,16.513
2005/11/2,21.275,16.705,16.705
2005/11/3,21.29,16.65,16.65
2005/11/4,21.15,16.698,16.698
2005/11/7,21.205,16.6,16.6
2005/11/8,21.07,16.438,16.438
2005/11/9,21.09,16.459,16.459
2005/11/10,21.26,16.226,16.226
2005/11/11,21.38,16.159,16.159
2005/11/14,21.29,16.065,16.065
2005/11/15,21.23,16.586,16.586
2005/11/16,21.07,16.444,16.444
2005/11/17,20.935,16.46,16.46
2005/11/18,21.1,16.208,16.208
2005/11/21,21.075,15.769,15.769
2005/11/22,21.17,15.522,15.522
2005/11/23,21.325,15.677,15.677
2005/11/24,21.325,15.677,15.677
2005/11/25,21.4,15.779,15.779
2005/11/28,21.39,15.645,15.645
2005/11/29,21.525,15.275,15.275
2005/11/30,21.345,15.776,15.776
2005/12/1,21.42,15.566,15.566
2005/12/2,21.41,15.442,15.442
2005/12/5,21.325,15.55,15.55
2005/12/6,21.27,15.649,15.649
2005/12/7,21.1,15.788,15.788
2005/12/8,20.94,16.08,16.08
2005/12/9,20.755,16.049,16.049
2005/12/12,20.575,16.12,16.12
2005/12/13,20.48,16.527,16.527
2005/12/14,20.545,16.498,16.498
2005/12/15,20.58,16.693,16.693
2005/12/16,20.605,16.496,16.496
2005/12/19,20.71,16.372,16.372
2005/12/20,20.61,16.404,16.404
2005/12/21,20.605,16.364,16.364
2005/12/22,20.64,16.128,16.128
2005/12/23,20.575,16.147,16.147
2005/12/26,20.575,16.147,16.147
2005/12/27,20.485,16.311,16.311
2005/12/28,20.39,16.008,16.008
2005/12/29,20.3,15.731,15.731
2005/12/30,20.155,16.072,16.072
2006/1/2,20.155,16.072,16.072
2006/1/3,20.45,15.851,15.851
2006/1/4,20.41,15.52,15.52
2006/1/5,20.51,15.344,15.344
2006/1/6,20.705,15.437,15.437
2006/1/9,20.805,15.578,15.578
2006/1/10,20.825,15.595,15.595
2006/1/11,20.835,15.532,15.532
2006/1/12,20.72,15.347,15.347
2006/1/13,20.655,15.352,15.352
2006/1/16,20.655,15.352,15.352
2006/1/17,20.515,15.521,15.521
2006/1/18,20.41,15.363,15.363
2006/1/19,20.465,15.373,15.373
2006/1/20,20.045,15.967,15.967
2006/1/23,20.25,15.69,15.69
2006/1/24,20.45,15.371,15.371
2006/1/25,20.57,15.574,15.574
2006/1/26,20.74,14.887,14.887
2006/1/27,20.985,14.734,14.734
2006/1/30,20.875,14.613,14.613
2006/1/31,20.69,14.712,14.712
2006/2/1,20.75,14.839,14.839
2006/2/2,20.615,15.165,15.165
2006/2/3,20.44,15.519,15.519
2006/2/6,20.47,15.693,15.693
2006/2/7,20.515,15.263,15.263
2006/2/8,20.615,14.877,14.877
2006/2/9,20.5,15.146,15.146
2006/2/10,20.58,15.41,15.41
2006/2/13,20.37,15.375,15.375
2006/2/14,20.67,15.332,15.332
2006/2/15,20.67,15.294,15.294
2006/2/16,20.795,15.834,15.834
2006/2/17,20.895,15.372,15.372
2006/2/20,20.895,15.372,15.372
2006/2/21,20.925,15.658,15.658
2006/2/22,21.04,15.562,15.562
2006/2/23,21.015,15.231,15.231
2006/2/24,21.115,14.945,14.945
2006/2/27,21.265,14.824,14.824
2006/2/28,20.985,15.295,15.295
2006/3/1,21.155,15.189,15.189
2006/3/2,20.955,15.231,15.231
2006/3/3,20.9,15.514,15.514
2006/3/6,20.975,15.365,15.365
2006/3/7,20.9,15.943,15.943
2006/3/8,21.115,15.55,15.55
2006/3/9,21.2,15.548,15.548
2006/3/10,21.385,15.23,15.23
2006/3/13,21.245,15.508,15.508
2006/3/14,21.395,14.968,14.968
2006/3/15,21.365,14.501,14.501
2006/3/16,21.345,14.895,14.895
2006/3/17,21.395,14.902,14.902
2006/3/20,21.445,14.529,14.529
2006/3/21,21.375,15.138,15.138
2006/3/22,21.385,14.815,14.815
2006/3/23,21.205,15.16,15.16
2006/3/24,21.33,15.011,15.011
2006/3/27,21.195,15.112,15.112
2006/3/28,21.08,15.324,15.324
2006/3/29,21.08,15.22,15.22
2006/3/30,21.06,15.244,15.244
2006/3/31,20.935,15.319,15.319
2006/4/3,20.935,15.304,15.304
2006/4/4,21.04,15.326,15.326
2006/4/5,20.975,15.339,15.339
2006/4/6,20.845,15.589,15.589
2006/4/7,20.675,15.555,15.555
2006/4/10,20.74,15.455,15.455
2006/4/11,20.645,15.524,15.524
2006/4/12,20.575,15.326,15.326
2006/4/13,20.63,15.463,15.463
2006/4/14,20.63,15.463,15.463
2006/4/17,20.52,15.509,15.509
2006/4/18,20.65,15.434,15.434
2006/4/19,20.845,15.459,15.459
2006/4/20,20.905,15.184,15.184
2006/4/21,20.925,14.832,14.832
2006/4/24,20.78,14.752,14.752
2006/4/25,20.675,14.691,14.691
2006/4/26,20.86,14.198,14.198
2006/4/27,21.025,14.222,14.222
2006/4/28,20.98,14.358,14.358
2006/5/1,20.985,14.381,14.381
2006/5/2,21.12,14.032,14.032
2006/5/3,20.96,14.311,14.311
2006/5/4,21.04,14.137,14.137
2006/5/5,21.355,14.132,14.132
2006/5/8,21.685,14.212,14.212
2006/5/9,21.835,13.962,13.962
2006/5/10,21.79,13.923,13.923
2006/5/11,21.69,14.154,14.154
2006/5/12,21.59,14.759,14.759
2006/5/15,21.97,14.487,14.487
2006/5/16,21.92,14.37,14.37
2006/5/17,21.775,15.037,15.037
2006/5/18,21.775,15.346,15.346
2006/5/19,21.825,15.338,15.338
2006/5/22,21.8,15.42,15.42
2006/5/23,21.79,15.373,15.373
2006/5/24,22.015,15.533,15.533
2006/5/25,22.185,15.392,15.392
2006/5/26,22.245,15.082,15.082
2006/5/29,22.245,15.082,15.082
2006/5/30,21.835,16.085,16.085
2006/5/31,22.015,16.051,16.051
2006/6/1,21.96,16.049,16.049
2006/6/2,21.945,16.099,16.099
2006/6/5,21.715,16.173,16.173
2006/6/6,21.75,16.489,16.489
2006/6/7,21.69,16.549,16.549
2006/6/8,21.695,16.408,16.408
2006/6/9,21.775,16.919,16.919
2006/6/12,21.655,17.021,17.021
2006/6/13,21.455,17.591,17.591
2006/6/14,21.405,17.612,17.612
2006/6/15,21.52,17.08,17.08
2006/6/16,21.605,17.01,17.01
2006/6/19,21.465,17.241,17.241
2006/6/20,21.4,16.806,16.806
2006/6/21,21.505,16.716,16.716
2006/6/22,21.435,16.654,16.654
2006/6/23,21.375,16.597,16.597
2006/6/26,21.415,16.526,16.526
2006/6/27,21.255,16.781,16.781
2006/6/28,21.21,16.604,16.604
2006/6/29,21.53,16.102,16.102
2006/6/30,21.51,15.876,15.876
2006/7/3,21.685,15.861,15.861
2006/7/4,21.685,15.861,15.861
2006/7/5,21.51,15.899,15.899
2006/7/6,21.665,16.013,16.013
2006/7/7,21.59,15.917,15.917
2006/7/10,21.815,16.032,16.032
2006/7/11,21.905,15.838,15.838
2006/7/12,21.785,16.153,16.153
2006/7/13,21.55,16.72,16.72
2006/7/14,21.325,17.182,17.182
2006/7/17,21.35,17.239,17.239
2006/7/18,21.775,16.519,16.519
2006/7/19,21.91,15.949,15.949
2006/7/20,21.92,15.737,15.737
2006/7/21,21.95,15.626,15.626
2006/7/24,22,15.312,15.312
2006/7/25,22.125,14.951,14.951
2006/7/26,22.225,14.699,14.699
2006/7/27,22.155,14.864,14.864
2006/7/28,22.26,14.993,14.993
2006/7/31,22.25,15.09,15.09
2006/8/1,22.155,15.109,15.109
2006/8/2,22.155,15.12,15.12
2006/8/3,22.01,15.1,15.1
2006/8/4,21.925,15.186,15.186
2006/8/7,21.805,15.212,15.212
2006/8/8,21.905,15.2,15.2
2006/8/9,21.875,15.328,15.328
2006/8/10,21.95,15.224,15.224
2006/8/11,21.88,14.946,14.946
2006/8/14,21.995,14.94,14.94
2006/8/15,22.16,14.531,14.531
2006/8/16,22.165,14.465,14.465
2006/8/17,22.09,14.216,14.216
2006/8/18,22.155,14.07,14.07
2006/8/21,22.095,13.947,13.947
2006/8/22,22.205,13.607,13.607
2006/8/23,22.16,13.75,13.75
2006/8/24,22.255,13.635,13.635
2006/8/25,22.26,13.568,13.568
2006/8/28,22.355,13.474,13.474
2006/8/29,22.57,13.258,13.258
2006/8/30,22.48,13.357,13.357
2006/8/31,22.405,13.385,13.385
2006/9/1,22.535,13.322,13.322
2006/9/4,22.535,13.322,13.322
2006/9/5,22.49,13.527,13.527
2006/9/6,22.35,13.735,13.735
2006/9/7,22.245,14.193,14.193
2006/9/8,22.3,14.124,14.124
2006/9/11,22.275,13.015,13.015
2006/9/12,22.39,13.986,13.986
2006/9/13,22.305,14.164,14.164
2006/9/14,22.29,14.261,14.261
2006/9/15,22.3,14.354,14.354
2006/9/18,22.22,14.401,14.401
2006/9/19,22.19,14.22,14.22
2006/9/20,22.225,13.947,13.947
2006/9/21,22.1,14.092,14.092
2006/9/22,21.995,14.2,14.2
2006/9/25,22.2,14.11,14.11
2006/9/26,22.32,14.052,14.052
2006/9/27,22.355,14.131,14.131
2006/9/28,22.475,13.865,13.865
2006/9/29,22.34,14.072,14.072
2006/10/2,22.25,14.035,14.035
2006/10/3,22.28,13.875,13.875
2006/10/4,22.4,13.652,13.652
2006/10/5,22.415,13.836,13.836
2006/10/6,22.38,13.605,13.605
2006/10/9,22.21,14.18,14.18
2006/10/10,22.03,14.672,14.672
2006/10/11,22.06,14.291,14.291
2006/10/12,22.025,14.706,14.706
2006/10/13,22.01,14.967,14.967
2006/10/16,22.125,14.903,14.903
2006/10/17,21.895,15.57,15.57
2006/10/18,21.98,15.39,15.39
2006/10/19,22.455,14.908,14.908
2006/10/20,23.375,14.867,14.867
2006/10/23,23.64,14.419,14.419
2006/10/24,23.515,14.159,14.159
2006/10/25,23.595,14.266,14.266
2006/10/26,23.57,14.283,14.283
2006/10/27,23.435,14.426,14.426
2006/10/30,23.38,14.095,14.095
2006/10/31,23.36,13.87,13.87
2006/11/1,23.32,14.043,14.043
2006/11/2,23.355,13.736,13.736
2006/11/3,23.25,13.989,13.989
2006/11/6,23.405,13.975,13.975
2006/11/7,23.46,13.853,13.853
2006/11/8,23.44,13.878,13.878
2006/11/9,23.325,14.126,14.126
2006/11/10,23.235,14.041,14.041
2006/11/13,23.205,14.136,14.136
2006/11/14,23.275,14.04,14.04
2006/11/15,23.325,13.703,13.703
2006/11/16,23.57,13.962,13.962
2006/11/17,23.63,13.634,13.634
2006/11/20,23.52,13.553,13.553
2006/11/21,23.495,13.561,13.561
2006/11/22,23.55,13.533,13.533
2006/11/23,23.55,13.533,13.533
2006/11/24,23.46,13.632,13.632
2006/11/27,23.275,14.077,14.077
2006/11/28,23.34,13.971,13.971
2006/11/29,23.32,13.831,13.831
2006/11/30,23.415,13.661,13.661
2006/12/1,23.285,14.033,14.033
2006/12/4,23.415,14.183,14.183
2006/12/5,24,13.867,13.867
2006/12/6,24.19,14.476,14.476
2006/12/7,24.36,14.579,14.579
2006/12/8,24.455,14.647,14.647
2006/12/11,24.405,14.753,14.753
2006/12/12,24.45,14.912,14.912
2006/12/13,24.42,14.941,14.941
2006/12/14,24.5,14.796,14.796
2006/12/15,24.465,14.467,14.467
2006/12/18,24.45,14.608,14.608
2006/12/19,24.385,14.46,14.46
2006/12/20,24.375,14.372,14.372
2006/12/21,24.33,14.561,14.561
2006/12/22,24.19,14.55,14.55
2006/12/25,24.19,14.55,14.55
2006/12/26,24.275,14.609,14.609
2006/12/27,24.345,14.388,14.388
2006/12/28,24.27,14.434,14.434
2006/12/29,24.125,14.421,14.421
2007/1/1,24.125,14.421,14.421
2007/1/2,24.125,14.421,14.421
2007/1/3,24.29,14.658,14.658
2007/1/4,24.3,14.579,14.579
2007/1/5,24.13,14.729,14.729
2007/1/8,24.285,14.791,14.791
2007/1/9,24.305,14.785,14.785
2007/1/10,24.34,14.596,14.596
2007/1/11,24.37,14.59,14.59
2007/1/12,24.275,14.633,14.633
2007/1/15,24.275,14.633,14.633
2007/1/16,24.25,14.693,14.693
2007/1/17,24.3,14.353,14.353
2007/1/18,24.175,14.144,14.144
2007/1/19,24.13,14.107,14.107
2007/1/22,24.015,13.855,13.855
2007/1/23,24.06,14.052,14.052
2007/1/24,24.065,13.787,13.787
2007/1/25,23.97,14.229,14.229
2007/1/26,23.915,13.95,13.95
2007/1/29,23.855,14.101,14.101
2007/1/30,23.905,14.31,14.31
2007/1/31,23.94,14.047,14.047
2007/2/1,24.05,13.922,13.922
2007/2/2,24.12,14.1,14.1
2007/2/5,23.95,13.962,13.962
2007/2/6,24.025,13.999,13.999
2007/2/7,24.015,13.872,13.872
2007/2/8,23.93,13.804,13.804
2007/2/9,23.88,14.177,14.177
2007/2/12,23.96,14.61,14.61
2007/2/13,24.105,14.156,14.156
2007/2/14,23.94,13.644,13.644
2007/2/15,23.925,13.556,13.556
2007/2/16,23.935,13.259,13.259
2007/2/19,23.935,13.259,13.259
2007/2/20,23.89,13.058,13.058
2007/2/21,23.785,13.038,13.038
2007/2/22,23.65,13.105,13.105
2007/2/23,23.63,13.156,13.156
2007/2/26,23.86,13.045,13.045
2007/2/27,23.195,14.548,14.548
2007/2/28,23.34,14.85,14.85
2007/3/1,23.26,14.952,14.952
2007/3/2,22.945,15.318,15.318
2007/3/5,23.145,15.615,15.615
2007/3/6,23.465,15.009,15.009
2007/3/7,23.375,14.803,14.803
2007/3/8,23.575,15.017,15.017
2007/3/9,23.785,14.504,14.504
2007/3/12,23.975,14.489,14.489
2007/3/13,23.53,14.772,14.772
2007/3/14,23.52,15.351,15.351
2007/3/15,23.54,14.995,14.995
2007/3/16,23.605,14.924,14.924
2007/3/19,23.665,14.686,14.686
2007/3/20,23.81,14.349,14.349
2007/3/21,24.13,13.979,13.979
2007/3/22,24.125,13.835,13.835
2007/3/23,24.025,13.85,13.85
2007/3/26,24.075,13.763,13.763
2007/3/27,24.01,14.005,14.005
2007/3/28,23.955,14.488,14.488
2007/3/29,24.055,14.236,14.236
2007/3/30,24,14.376,14.376
2007/4/2,24.26,14.512,14.512
2007/4/3,24.495,14.187,14.187
2007/4/4,24.73,13.906,13.906
2007/4/5,24.76,14.165,14.165
2007/4/6,24.76,14.165,14.165
2007/4/9,24.815,13.926,13.926
2007/4/10,25.04,13.693,13.693
2007/4/11,24.82,13.916,13.916
2007/4/12,24.835,14.002,14.002
2007/4/13,24.94,13.982,13.982
2007/4/16,25.135,14.016,14.016
2007/4/17,25.785,13.581,13.581
2007/4/18,25.83,13.389,13.389
2007/4/19,25.875,13.706,13.706
2007/4/20,26.045,13.433,13.433
2007/4/23,25.825,13.614,13.614
2007/4/24,25.855,13.792,13.792
2007/4/25,25.87,13.693,13.693
2007/4/26,26.04,13.789,13.789
2007/4/27,26.03,13.947,13.947
2007/4/30,26.095,13.899,13.899
2007/5/1,26.315,13.83,13.83
2007/5/2,26.355,13.912,13.912
2007/5/3,26.455,13.981,13.981
2007/5/4,26.605,14.123,14.123
2007/5/7,26.805,14.055,14.055
2007/5/8,26.535,14.346,14.346
2007/5/9,26.555,14.299,14.299
2007/5/10,26.24,14.775,14.775
2007/5/11,26.345,14.673,14.673
2007/5/14,26.3,15.004,15.004
2007/5/15,26.23,15.117,15.117
2007/5/16,26.37,14.985,14.985
2007/5/17,26.1,14.94,14.94
2007/5/18,26.315,14.618,14.618
2007/5/21,25.955,14.905,14.905
2007/5/22,25.74,14.927,14.927
2007/5/23,25.665,14.976,14.976
2007/5/24,25.62,15.329,15.329
2007/5/25,25.945,14.958,14.958
2007/5/28,25.945,14.958,14.958
2007/5/29,26.09,15.079,15.079
2007/5/30,26.525,14.766,14.766
2007/5/31,26.495,14.681,14.681
2007/6/1,26.4,14.675,14.675
2007/6/4,26.335,14.977,14.977
2007/6/5,26.16,15.35,15.35
2007/6/6,26,15.738,15.738
2007/6/7,25.69,16.626,16.626
2007/6/8,25.835,16.857,16.857
2007/6/11,25.815,16.513,16.513
2007/6/12,25.57,17.062,17.062
2007/6/13,25.68,16.852,16.852
2007/6/14,25.655,16.513,16.513
2007/6/15,25.79,16.592,16.592
2007/6/18,25.88,16.74,16.74
2007/6/19,25.695,16.951,16.951
2007/6/20,25.745,16.975,16.975
2007/6/21,26.045,17.03,17.03
2007/6/22,25.81,17.403,17.403
2007/6/25,25.885,17.55,17.55
2007/6/26,25.975,17.507,17.507
2007/6/27,26.22,17.235,17.235
2007/6/28,26.315,17.036,17.036
2007/6/29,26.155,17.619,17.619
2007/7/2,26.28,17.265,17.265
2007/7/3,26.45,17.203,17.203
2007/7/4,26.45,17.203,17.203
2007/7/5,26.335,17.241,17.241
2007/7/6,26.3,17.133,17.133
2007/7/9,26.35,17.097,17.097
2007/7/10,26.05,17.798,17.798
2007/7/11,26.045,18.056,18.056
2007/7/12,26.315,17.533,17.533
2007/7/13,26.555,17.421,17.421
2007/7/16,26.925,17.505,17.505
2007/7/17,26.585,17.159,17.159
2007/7/18,26.715,17.253,17.253
2007/7/19,26.85,17.217,17.217
2007/7/20,26.605,18.313,18.313
2007/7/23,26.82,17.745,17.745
2007/7/24,26.61,18.15,18.15
2007/7/25,27.025,17.881,17.881
2007/7/26,26.49,19.325,19.325
2007/7/27,26.14,19.983,19.983
2007/7/30,26.195,19.96,19.96
2007/7/31,26.055,20.234,20.234
2007/8/1,26.635,20.596,20.596
2007/8/2,26.83,20.464,20.464
2007/8/3,26.64,20.833,20.833
2007/8/6,27.115,20.755,20.755
2007/8/7,27.23,20.125,20.125
2007/8/8,27.93,18.821,18.821
2007/8/9,27.925,19.929,19.929
2007/8/10,27.49,20.89,20.89
2007/8/13,27.26,20.776,20.776
2007/8/14,27.07,21.077,21.077
