Dates,PX_LAST,12MO_CALL_IMP_VOL,12MO_PUT_IMP_VOL
2005/3/2,1.526,83.484,83.484
2005/3/3,1.509,83.484,83.484
2005/3/4,1.529,83.484,83.484
2005/3/7,1.513,83.484,83.484
2005/3/8,1.446,83.484,83.484
2005/3/9,1.43,83.484,83.484
2005/3/10,1.413,83.484,83.484
2005/3/11,1.347,83.484,83.484
2005/3/14,1.357,83.484,83.484
2005/3/15,1.314,83.484,83.484
2005/3/16,1.31,83.484,83.484
2005/3/17,1.314,83.484,83.484
2005/3/18,1.314,83.484,83.484
2005/3/21,1.33,83.484,83.484
2005/3/22,1.307,83.484,83.484
2005/3/23,1.313,83.484,83.484
2005/3/24,1.29,83.484,83.484
2005/3/25,1.29,83.484,83.484
2005/3/28,1.397,83.484,83.484
2005/3/29,1.443,83.484,83.484
2005/3/30,1.464,83.484,83.484
2005/3/31,1.55,83.484,83.484
2005/4/1,1.547,83.484,83.484
2005/4/4,1.566,83.484,83.484
2005/4/5,1.546,83.484,83.484
2005/4/6,1.586,83.484,83.484
2005/4/7,1.606,83.484,83.484
2005/4/8,1.716,83.484,83.484
2005/4/11,1.699,83.484,83.484
2005/4/12,1.667,83.484,83.484
2005/4/13,1.73,83.484,83.484
2005/4/14,1.711,83.484,83.484
2005/4/15,1.67,83.484,83.484
2005/4/18,1.619,83.484,83.484
2005/4/19,1.66,83.484,83.484
2005/4/20,1.636,83.484,83.484
2005/4/21,1.736,83.484,83.484
2005/4/22,1.6,83.484,83.484
2005/4/25,1.643,83.484,83.484
2005/4/26,1.614,83.484,83.484
2005/4/27,1.643,83.484,83.484
2005/4/28,1.644,83.484,83.484
2005/4/29,1.65,83.484,83.484
2005/5/2,1.653,83.484,83.484
2005/5/3,1.649,83.484,83.484
2005/5/4,1.657,83.484,83.484
2005/5/5,1.634,83.484,83.484
2005/5/6,1.653,83.484,83.484
2005/5/9,1.659,83.484,83.484
2005/5/10,1.654,83.484,83.484
2005/5/11,1.85,83.484,83.484
2005/5/12,1.976,83.484,83.484
2005/5/13,2.04,43.419,43.419
2005/5/16,2.121,44.263,44.263
2005/5/17,2.069,44.317,44.317
2005/5/18,2.214,45.575,45.575
2005/5/19,2.304,50.434,50.434
2005/5/20,2.276,50.251,50.251
2005/5/23,2.221,49.316,49.316
2005/5/24,2.063,49.435,49.435
2005/5/25,2.077,50.213,50.213
2005/5/26,2.091,49.431,49.431
2005/5/27,2.079,49.608,49.608
2005/5/30,2.079,49.608,49.608
2005/5/31,2.041,49.555,49.555
2005/6/1,2.071,49.606,49.606
2005/6/2,2.126,49.772,49.772
2005/6/3,2.096,49.219,49.219
2005/6/6,2.174,49.145,49.145
2005/6/7,2.143,49.428,49.428
2005/6/8,2.123,49.542,49.542
2005/6/9,2.236,51.2,51.2
2005/6/10,2.416,50.34,50.34
2005/6/13,2.38,50.508,50.508
2005/6/14,2.429,50.808,50.808
2005/6/15,2.45,50.189,50.189
2005/6/16,2.519,50.806,50.806
2005/6/17,2.46,50.974,50.974
2005/6/20,2.456,49.953,49.953
2005/6/21,2.38,50.316,50.316
2005/6/22,2.36,50.419,50.419
2005/6/23,2.293,50.417,50.417
2005/6/24,2.253,50.984,50.984
2005/6/27,2.284,50.976,50.976
2005/6/28,2.297,51.437,51.437
2005/6/29,2.334,50.988,50.988
2005/6/30,2.344,51.447,51.447
2005/7/1,2.364,51.186,51.186
2005/7/4,2.364,51.186,51.186
2005/7/5,2.349,51.285,51.285
2005/7/6,2.39,51.889,51.889
2005/7/7,2.419,51.708,51.708
2005/7/8,2.387,51.9,51.9
2005/7/11,2.459,51.738,51.738
2005/7/12,2.407,52.258,52.258
2005/7/13,2.361,52.138,52.138
2005/7/14,2.357,51.964,51.964
2005/7/15,2.343,51.568,51.568
2005/7/18,2.326,50.069,50.069
2005/7/19,2.341,49.97,49.97
2005/7/20,2.413,50.507,50.507
2005/7/21,2.379,50.344,50.344
2005/7/22,2.343,51.508,51.508
2005/7/25,2.423,53.156,53.156
2005/7/26,2.716,51.395,51.395
2005/7/27,2.789,51.289,51.289
2005/7/28,2.701,50.769,50.769
2005/7/29,2.651,50.886,50.886
2005/8/1,2.763,50.667,50.667
2005/8/2,2.796,51.548,51.548
2005/8/3,2.984,51.974,51.974
2005/8/4,2.949,53.06,53.06
2005/8/5,2.996,52.734,52.734
2005/8/8,3.109,52.775,52.775
2005/8/9,3.049,51.856,51.856
2005/8/10,2.981,52.362,52.362
2005/8/11,3,51.967,51.967
2005/8/12,3.157,51.679,51.679
2005/8/15,3.139,51.478,51.478
2005/8/16,3.177,50.955,50.955
2005/8/17,3.127,50.833,50.833
2005/8/18,3.059,51.017,51.017
2005/8/19,3.054,50.987,50.987
2005/8/22,3.064,50.742,50.742
2005/8/23,3.014,50.909,50.909
2005/8/24,3.006,51.374,51.374
2005/8/25,3.009,51.074,51.074
2005/8/26,3.027,50.685,50.685
2005/8/29,3.134,50.6,50.6
2005/8/30,3.057,50.85,50.85
2005/8/31,3.08,50.955,50.955
2005/9/1,3.064,50.829,50.829
2005/9/2,3.077,51.068,51.068
2005/9/5,3.077,51.068,51.068
2005/9/6,3.251,51.014,51.014
2005/9/7,3.227,50.618,50.618
2005/9/8,3.441,50.593,50.593
2005/9/9,3.567,50.225,50.225
2005/9/12,3.601,50.169,50.169
2005/9/13,3.481,50.527,50.527
2005/9/14,3.381,50.56,50.56
2005/9/15,3.346,50.265,50.265
2005/9/16,3.457,50.123,50.123
2005/9/19,3.324,50.682,50.682
2005/9/20,3.311,51.241,51.241
2005/9/21,3.239,52.136,52.136
2005/9/22,3.374,51.666,51.666
2005/9/23,3.453,51.523,51.523
2005/9/26,3.424,51.581,51.581
2005/9/27,3.471,51.819,51.819
2005/9/28,3.463,51.72,51.72
2005/9/29,3.486,51.465,51.465
2005/9/30,3.713,51.807,51.807
2005/10/3,3.806,51.235,51.235
2005/10/4,3.856,51.251,51.251
2005/10/5,3.713,52.175,52.175
2005/10/6,3.669,52.4,52.4
2005/10/7,3.893,52.784,52.784
2005/10/10,4.099,52.019,52.019
2005/10/11,4.03,52.332,52.332
2005/10/12,3.93,52.558,52.558
2005/10/13,3.986,52.571,52.571
2005/10/14,4.109,51.905,51.905
2005/10/17,4.157,52.066,52.066
2005/10/18,3.921,52.597,52.597
2005/10/19,4.05,52.852,52.852
2005/10/20,3.661,54.108,54.108
2005/10/21,3.736,53.849,53.849
2005/10/24,3.853,52.971,52.971
2005/10/25,3.916,52.887,52.887
2005/10/26,3.569,54.252,54.252
2005/10/27,3.7,54.15,54.15
2005/10/28,3.754,55.151,55.151
2005/10/31,3.773,54.492,54.492
2005/11/1,3.669,55.316,55.316
2005/11/2,3.874,54.421,54.421
2005/11/3,3.869,55.019,55.019
2005/11/4,3.941,55.313,55.313
2005/11/7,3.973,55.184,55.184
2005/11/8,4.08,55.594,55.594
2005/11/9,4.021,55.856,55.856
2005/11/10,4.221,55.273,55.273
2005/11/11,4.296,54.455,54.455
2005/11/14,4.146,55.183,55.183
2005/11/15,3.993,55.584,55.584
2005/11/16,3.963,55.448,55.448
2005/11/17,4.107,55.65,55.65
2005/11/18,4.06,55.747,55.747
2005/11/21,4.101,54.737,54.737
2005/11/22,4.171,54.72,54.72
2005/11/23,4.146,54.793,54.793
2005/11/24,4.146,54.793,54.793
2005/11/25,4.179,54.635,54.635
2005/11/28,3.94,54.893,54.893
2005/11/29,3.857,54.994,54.994
2005/11/30,3.934,55.356,55.356
2005/12/1,3.873,54.707,54.707
2005/12/2,3.956,54.82,54.82
2005/12/5,3.957,54.07,54.07
2005/12/6,3.964,52.939,52.939
2005/12/7,3.911,53.457,53.457
2005/12/8,3.929,53.122,53.122
2005/12/9,3.677,54.483,54.483
2005/12/12,3.586,56.27,56.27
2005/12/13,3.436,58.582,58.582
2005/12/14,3.49,61.089,61.089
2005/12/15,3.706,60.77,60.77
2005/12/16,3.757,59.131,59.131
2005/12/19,3.66,60.018,60.018
2005/12/20,3.587,60.11,60.11
2005/12/21,3.913,58.829,58.829
2005/12/22,3.943,59.135,59.135
2005/12/23,3.961,59.286,59.286
2005/12/26,3.961,59.286,59.286
2005/12/27,3.854,59.458,59.458
2005/12/28,3.886,58.914,58.914
2005/12/29,3.893,58.673,58.673
2005/12/30,3.866,59.287,59.287
2006/1/2,3.866,59.287,59.287
2006/1/3,3.721,60.153,60.153
2006/1/4,3.571,60.213,60.213
2006/1/5,3.561,60.326,60.326
2006/1/6,3.576,60.128,60.128
2006/1/9,3.571,59.855,59.855
2006/1/10,3.633,61.178,61.178
2006/1/11,3.55,61.029,61.029
2006/1/12,3.674,63.4,63.4
2006/1/13,3.651,63.648,63.648
2006/1/16,3.651,63.648,63.648
2006/1/17,3.68,63.227,63.227
2006/1/18,3.55,63.594,63.594
2006/1/19,3.631,63.482,63.482
2006/1/20,3.353,63.581,63.581
2006/1/23,3.326,64.015,64.015
2006/1/24,3.534,62.701,62.701
2006/1/25,4.084,59.224,59.224
2006/1/26,4.143,57.941,57.941
2006/1/27,3.974,58.976,58.976
2006/1/30,3.943,59.398,59.398
2006/1/31,3.936,58.222,58.222
2006/2/1,3.873,57.829,57.829
2006/2/2,3.729,58.05,58.05
2006/2/3,3.73,57.919,57.919
2006/2/6,3.754,57.462,57.462
2006/2/7,3.703,57.969,57.969
2006/2/8,3.591,56.545,56.545
2006/2/9,3.511,56.111,56.111
2006/2/10,3.633,55.563,55.563
2006/2/13,3.604,55.211,55.211
2006/2/14,3.513,55.309,55.309
2006/2/15,3.564,55.145,55.145
2006/2/16,3.593,54.911,54.911
2006/2/17,3.569,54.949,54.949
2006/2/20,3.569,54.949,54.949
2006/2/21,3.677,53.036,53.036
2006/2/22,3.767,50.459,50.459
2006/2/23,3.673,50.88,50.88
2006/2/24,3.711,50.126,50.126
2006/2/27,3.79,50.189,50.189
2006/2/28,3.83,50.294,50.294
2006/3/1,3.836,50.001,50.001
2006/3/2,3.83,49.78,49.78
2006/3/3,3.823,50.508,50.508
2006/3/6,3.66,51.326,51.326
2006/3/7,3.637,51.664,51.664
2006/3/8,3.59,51.338,51.338
2006/3/9,3.607,51.315,51.315
2006/3/10,3.65,51.229,51.229
2006/3/13,3.586,51.691,51.691
2006/3/14,3.631,51.393,51.393
2006/3/15,3.587,50.494,50.494
2006/3/16,3.639,50.193,50.193
2006/3/17,3.739,49.517,49.517
2006/3/20,3.869,50.237,50.237
2006/3/21,3.881,49.897,49.897
2006/3/22,4.007,50.055,50.055
2006/3/23,4.041,48.303,48.303
2006/3/24,4.096,47.72,47.72
2006/3/27,4.127,48.064,48.064
2006/3/28,4.004,48.591,48.591
2006/3/29,4.173,48.779,48.779
2006/3/30,4.091,48.313,48.313
2006/3/31,4.141,48.558,48.558
2006/4/3,4.019,49.112,49.112
2006/4/4,3.916,48.748,48.748
2006/4/5,4.094,49.14,49.14
2006/4/6,4.036,49.166,49.166
2006/4/7,3.991,48.922,48.922
2006/4/10,4.036,48.919,48.919
2006/4/11,4.074,48.914,48.914
2006/4/12,4.103,49.796,49.796
2006/4/13,4.17,50.269,50.269
2006/4/14,4.17,50.269,50.269
2006/4/17,4.171,50.292,50.292
2006/4/18,4.257,49.59,49.59
2006/4/19,4.44,49.632,49.632
2006/4/20,4.444,49.676,49.676
2006/4/21,4.4,48.82,48.82
2006/4/24,4.463,47.521,47.521
2006/4/25,4.526,43.434,43.434
2006/4/26,4.497,42.422,42.422
2006/4/27,4.47,41.885,41.885
2006/4/28,4.234,42.042,42.042
2006/5/1,4.229,42.45,42.45
2006/5/2,4.314,42.268,42.268
2006/5/3,4.244,43.137,43.137
2006/5/4,4.284,42.681,42.681
2006/5/5,4.329,43.087,43.087
2006/5/8,4.286,43.004,43.004
2006/5/9,4.389,43.017,43.017
2006/5/10,4.416,42.647,42.647
2006/5/11,4.251,43.495,43.495
2006/5/12,4.227,44.445,44.445
2006/5/15,4.064,44.702,44.702
2006/5/16,4.094,44.831,44.831
2006/5/17,4.013,45.592,45.592
2006/5/18,3.959,45.166,45.166
2006/5/19,3.981,45.998,45.998
2006/5/22,4,46.155,46.155
2006/5/23,3.99,45.666,45.666
2006/5/24,3.991,45.783,45.783
2006/5/25,4.107,45.389,45.389
2006/5/26,4.119,45.334,45.334
2006/5/29,4.119,45.334,45.334
2006/5/30,3.929,47.933,47.933
2006/5/31,3.956,47.627,47.627
2006/6/1,4.073,46.873,46.873
2006/6/2,3.993,47.121,47.121
2006/6/5,3.897,47.654,47.654
2006/6/6,3.841,47.893,47.893
2006/6/7,3.771,48.133,48.133
2006/6/8,3.969,52.762,52.762
2006/6/9,3.933,51.354,51.354
2006/6/12,3.869,51.747,51.747
2006/6/13,3.934,52.645,52.645
2006/6/14,3.999,52.002,52.002
2006/6/15,3.957,51.196,51.196
2006/6/16,3.874,51.502,51.502
2006/6/19,4.002,48.925,48.925
2006/6/20,3.869,49.507,49.507
2006/6/21,3.881,49.826,49.826
2006/6/22,3.953,49.592,49.592
2006/6/23,3.906,49.256,49.256
2006/6/26,3.957,48.752,48.752
2006/6/27,3.844,47.719,47.719
2006/6/28,3.794,48.729,48.729
2006/6/29,3.88,47.698,47.698
2006/6/30,3.887,47.628,47.628
2006/7/3,3.891,45.501,45.501
2006/7/4,3.891,45.501,45.501
2006/7/5,3.806,45.734,45.734
2006/7/6,3.803,45.959,45.959
2006/7/7,3.807,46.398,46.398
2006/7/10,3.779,46.853,46.853
2006/7/11,3.619,49.117,49.117
2006/7/12,3.513,50.513,50.513
2006/7/13,3.557,51.546,51.546
2006/7/14,3.456,53.846,53.846
2006/7/17,3.401,53.733,53.733
2006/7/18,3.343,55.211,55.211
2006/7/19,3.384,55.475,55.475
2006/7/20,3.336,55.229,55.229
2006/7/21,3.293,54.518,54.518
2006/7/24,3.394,53.808,53.808
2006/7/25,2.683,51.521,51.521
2006/7/26,2.719,50.705,50.705
2006/7/27,2.889,48.512,48.512
2006/7/28,2.979,48.22,48.22
2006/7/31,2.956,48.689,48.689
2006/8/1,2.929,48.17,48.17
2006/8/2,2.977,46.968,46.968
2006/8/3,2.913,47.76,47.76
2006/8/4,2.994,47.26,47.26
2006/8/7,2.954,47.271,47.271
2006/8/8,2.9,47.437,47.437
2006/8/9,2.88,47.18,47.18
2006/8/10,2.879,47.555,47.555
2006/8/11,2.84,47.803,47.803
2006/8/14,2.844,47.581,47.581
2006/8/15,2.85,47.324,47.324
2006/8/16,2.824,47.612,47.612
2006/8/17,2.861,47.278,47.278
2006/8/18,2.836,47.205,47.205
2006/8/21,2.789,48.136,48.136
2006/8/22,2.677,47.985,47.985
2006/8/23,2.669,48.847,48.847
2006/8/24,2.653,48.294,48.294
2006/8/25,2.674,47.833,47.833
2006/8/28,2.75,47.799,47.799
2006/8/29,2.766,47.7,47.7
2006/8/30,2.87,47.062,47.062
2006/8/31,2.86,46.632,46.632
2006/9/1,2.86,47.209,47.209
2006/9/4,2.86,47.209,47.209
2006/9/5,2.89,47.358,47.358
2006/9/6,3.003,46.898,46.898
2006/9/7,2.903,46.984,46.984
2006/9/8,2.891,46.844,46.844
2006/9/11,2.946,46.997,46.997
2006/9/12,3.107,48.824,48.824
2006/9/13,3.18,48.416,48.416
2006/9/14,3.211,48.509,48.509
2006/9/15,3.246,48.677,48.677
2006/9/18,3.19,49.003,49.003
2006/9/19,3.136,49.372,49.372
2006/9/20,3.21,49.862,49.862
2006/9/21,3.276,49.52,49.52
2006/9/22,3.287,48.511,48.511
2006/9/25,3.3,48.284,48.284
2006/9/26,3.283,48.414,48.414
2006/9/27,3.313,48.414,48.414
2006/9/28,3.301,48.631,48.631
2006/9/29,3.254,48.462,48.462
2006/10/2,3.259,48.42,48.42
2006/10/3,3.291,48.093,48.093
2006/10/4,3.314,48.3,48.3
2006/10/5,3.407,47.384,47.384
2006/10/6,3.444,47.265,47.265
2006/10/9,3.429,47.307,47.307
2006/10/10,3.374,47.605,47.605
2006/10/11,3.34,47.58,47.58
2006/10/12,3.344,46.979,46.979
2006/10/13,3.314,47.202,47.202
2006/10/16,3.317,46.977,46.977
2006/10/17,3.247,46.568,46.568
2006/10/18,3.199,46.59,46.59
2006/10/19,3.163,46.528,46.528
2006/10/20,3.177,46.947,46.947
2006/10/23,3.297,48.28,48.28
2006/10/24,3.91,42.474,42.474
2006/10/25,3.963,42.418,42.418
2006/10/26,3.964,41.761,41.761
2006/10/27,3.941,42.258,42.258
2006/10/30,3.987,42.203,42.203
2006/10/31,3.951,41.937,41.937
2006/11/1,3.936,42.459,42.459
2006/11/2,3.814,43.113,43.113
2006/11/3,3.814,43.326,43.326
2006/11/6,3.894,43.13,43.13
2006/11/7,3.949,42.078,42.078
2006/11/8,4.126,41.669,41.669
2006/11/9,4.131,42.165,42.165
2006/11/10,4.197,41.974,41.974
2006/11/13,4.213,42.106,42.106
2006/11/14,4.156,42.253,42.253
2006/11/15,4.25,41.105,41.105
2006/11/16,4.181,40.818,40.818
2006/11/17,4.131,40.799,40.799
2006/11/20,4.154,40.421,40.421
2006/11/21,4.181,41.095,41.095
2006/11/22,4.227,40.591,40.591
2006/11/23,4.227,40.591,40.591
2006/11/24,4.194,41.227,41.227
2006/11/27,4.139,41.395,41.395
2006/11/28,4.12,41.576,41.576
2006/11/29,4.17,40.922,40.922
2006/11/30,4.183,41.601,41.601
2006/12/1,4.209,41.183,41.183
2006/12/4,4.133,41.07,41.07
2006/12/5,4.141,41.194,41.194
2006/12/6,4.069,40.726,40.726
2006/12/7,3.961,40.901,40.901
2006/12/8,3.95,40.993,40.993
2006/12/11,4.067,40.993,40.993
2006/12/12,4.053,41.037,41.037
2006/12/13,4.057,40.736,40.736
2006/12/14,3.966,40.594,40.594
2006/12/15,3.943,40.292,40.292
2006/12/18,3.806,39.532,39.532
2006/12/19,3.866,39.326,39.326
2006/12/20,3.909,39.301,39.301
2006/12/21,3.827,41.302,41.302
2006/12/22,3.743,40.372,40.372
2006/12/25,3.743,40.372,40.372
2006/12/26,3.834,42.244,42.244
2006/12/27,3.784,43.015,43.015
2006/12/28,3.729,43.898,43.898
2006/12/29,3.694,43.776,43.776
2007/1/1,3.694,43.776,43.776
2007/1/2,3.694,43.776,43.776
2007/1/3,3.801,44.234,44.234
2007/1/4,3.621,45.928,45.928
2007/1/5,3.544,45.979,45.979
2007/1/8,3.404,46.671,46.671
2007/1/9,3.427,46.912,46.912
2007/1/10,3.439,47.942,47.942
2007/1/11,3.463,47.399,47.399
2007/1/12,3.244,49.924,49.924
2007/1/15,3.244,49.924,49.924
2007/1/16,3.249,50.423,50.423
2007/1/17,3.261,49.938,49.938
2007/1/18,3.179,49.628,49.628
2007/1/19,3.223,49.937,49.937
2007/1/22,3.129,49.567,49.567
2007/1/23,3.109,48.967,48.967
2007/1/24,3.25,47.537,47.537
2007/1/25,3.321,44.271,44.271
2007/1/26,3.307,43.393,43.393
2007/1/29,3.221,43.361,43.361
2007/1/30,3.276,43.516,43.516
2007/1/31,3.259,43.356,43.356
2007/2/1,3.247,43.62,43.62
2007/2/2,3.263,44.18,44.18
2007/2/5,3.229,44.588,44.588
2007/2/6,3.189,44.807,44.807
2007/2/7,3.271,44.345,44.345
2007/2/8,3.393,44.604,44.604
2007/2/9,3.301,44.383,44.383
2007/2/12,3.304,44.594,44.594
2007/2/13,3.271,45.046,45.046
2007/2/14,3.229,45.18,45.18
2007/2/15,3.214,45.351,45.351
2007/2/16,3.267,45.067,45.067
2007/2/19,3.267,45.067,45.067
2007/2/20,3.359,44.879,44.879
2007/2/21,3.341,44.714,44.714
2007/2/22,3.393,44.921,44.921
2007/2/23,3.361,44.144,44.144
2007/2/26,3.304,44.078,44.078
2007/2/27,3.157,44.602,44.602
2007/2/28,3.219,44.672,44.672
2007/3/1,3.261,44.98,44.98
2007/3/2,3.184,43.933,43.933
2007/3/5,3.009,46.069,46.069
2007/3/6,3.063,46.217,46.217
2007/3/7,3.026,46.074,46.074
2007/3/8,3.034,45.788,45.788
2007/3/9,3.009,45.667,45.667
2007/3/12,3.011,45.978,45.978
2007/3/13,2.936,46.196,46.196
2007/3/14,3.016,45.996,45.996
2007/3/15,3.023,46.272,46.272
2007/3/16,3.003,45.788,45.788
2007/3/19,3.051,45.121,45.121
2007/3/20,3.211,44.492,44.492
2007/3/21,3.293,43.711,43.711
2007/3/22,3.3,43.649,43.649
2007/3/23,3.39,44.094,44.094
2007/3/26,3.323,43.98,43.98
2007/3/27,3.369,44.035,44.035
2007/3/28,3.34,45.107,45.107
2007/3/29,3.35,44.673,44.673
2007/3/30,3.313,45.136,45.136
2007/4/2,3.354,45.281,45.281
2007/4/3,3.397,44.747,44.747
2007/4/4,3.504,44.474,44.474
2007/4/5,3.457,45.225,45.225
2007/4/6,3.457,45.225,45.225
2007/4/9,3.477,44.352,44.352
2007/4/10,3.551,44.437,44.437
2007/4/11,3.514,43.989,43.989
2007/4/12,3.514,43.734,43.734
2007/4/13,3.514,42.703,42.703
2007/4/16,3.503,43.035,43.035
2007/4/17,3.423,42.14,42.14
2007/4/18,3.1,40.831,40.831
2007/4/19,3.073,40.822,40.822
2007/4/20,3.157,39.806,39.806
2007/4/23,3.104,40.135,40.135
2007/4/24,3.089,40.12,40.12
2007/4/25,3.08,40.321,40.321
2007/4/26,3.161,40.258,40.258
2007/4/27,3.173,40.186,40.186
2007/4/30,3.167,40.308,40.308
2007/5/1,3.164,40.771,40.771
2007/5/2,3.159,41.85,41.85
2007/5/3,3.184,41.697,41.697
2007/5/4,3.166,41.488,41.488
2007/5/7,3.174,41.464,41.464
2007/5/8,3.163,41.695,41.695
2007/5/9,3.159,41.029,41.029
2007/5/10,3.13,41.06,41.06
2007/5/11,3.151,41.519,41.519
2007/5/14,3.137,41.496,41.496
2007/5/15,3.107,41.688,41.688
2007/5/16,3.103,45.153,45.153
2007/5/17,3.117,41.193,41.193
2007/5/18,3.134,41.581,41.581
2007/5/21,3.214,41.439,41.439
2007/5/22,3.286,41.679,41.679
2007/5/23,3.313,42.984,42.984
2007/5/24,3.22,43.315,43.315
2007/5/25,3.217,42.585,42.585
2007/5/28,3.217,42.585,42.585
2007/5/29,3.121,43.765,43.765
2007/5/30,3.151,43.538,43.538
2007/5/31,3.129,43.223,43.223
2007/6/1,3.081,43.754,43.754
2007/6/4,3.069,43.752,43.752
2007/6/5,3.056,43.442,43.442
2007/6/6,3.229,42.493,42.493
2007/6/7,3.419,41.535,41.535
2007/6/8,3.347,40.176,40.176
2007/6/11,3.133,40.823,40.823
2007/6/12,2.869,44.201,44.201
2007/6/13,2.774,46.223,46.223
2007/6/14,2.74,46.015,46.015
2007/6/15,2.816,45.822,45.822
2007/6/18,2.86,43.986,43.986
2007/6/19,2.847,43.573,43.573
2007/6/20,2.793,43.13,43.13
2007/6/21,2.856,41.94,41.94
2007/6/22,2.811,41.969,41.969
2007/6/25,2.803,41.689,41.689
2007/6/26,2.789,41.967,41.967
2007/6/27,2.969,40.923,40.923
2007/6/28,2.836,40.882,40.882
2007/6/29,2.77,41.638,41.638
2007/7/2,2.783,41.201,41.201
2007/7/3,2.824,40.549,40.549
2007/7/4,2.824,40.549,40.549
2007/7/5,2.831,40.656,40.656
2007/7/6,2.913,41.891,41.891
2007/7/9,2.919,41.459,41.459
2007/7/10,2.874,41.027,41.027
2007/7/11,2.859,41.134,41.134
2007/7/12,2.873,42.04,42.04
2007/7/13,2.877,42.299,42.299
2007/7/16,2.866,42.872,42.872
2007/7/17,2.887,42.962,42.962
2007/7/18,2.874,43.786,43.786
2007/7/19,2.849,44.566,44.566
2007/7/20,2.804,44.783,44.783
2007/7/23,2.467,46.268,46.268
2007/7/24,2.296,44.928,44.928
2007/7/25,2.386,44.845,44.845
2007/7/26,2.549,44.865,44.865
2007/7/27,2.443,45.741,45.741
2007/7/30,2.484,46.352,46.352
2007/7/31,2.461,47.18,47.18
2007/8/1,2.451,49.612,49.612
2007/8/2,2.444,48.455,48.455
2007/8/3,2.367,50.862,50.862
2007/8/6,2.423,51.206,51.206
2007/8/7,2.479,49.602,49.602
2007/8/8,2.567,49.508,49.508
2007/8/9,2.539,49.324,49.324
2007/8/10,2.556,49.509,49.509
2007/8/13,2.48,51.384,51.384
